facility_id,ReportDate,AppointmentType,VA Facility Location,state,NewPatients
620GA,2026-01-21,MENTAL HEALTH INDIVIDUAL,"NEW CITY VA CLINIC, NY",NY,47.3
620GB,2026-01-21,MENTAL HEALTH INDIVIDUAL,"CARMEL VA CLINIC, NY",NY,48.0
620GD,2026-01-21,MENTAL HEALTH INDIVIDUAL,"GOSHEN VA CLINIC, NY",NY,66.8
620GG,2026-01-21,MENTAL HEALTH INDIVIDUAL,"POUGHKEEPSIE VA CLINIC, NY",NY,9.0
621,2026-01-21,MENTAL HEALTH INDIVIDUAL,"JAMES H. QUILLEN VAMC, TN",TN,17.5
621BY,2026-01-21,MENTAL HEALTH INDIVIDUAL,"WILLIAM C. TALLENT VA OPC, TN",TN,18.6
621GJ,2026-01-21,MENTAL HEALTH INDIVIDUAL,"BRISTOL VA CLINIC, VA",VA,77.7
621GK,2026-01-21,MENTAL HEALTH INDIVIDUAL,"CAMPBELL COUNTY VA CLINIC, TN",TN,18.0
621GO,2026-01-21,MENTAL HEALTH INDIVIDUAL,"MOUNTAIN CITY VA CLINIC, TN",TN,119.0
621GP,2026-01-21,MENTAL HEALTH INDIVIDUAL,"MORRISTOWN EAST VA CLINIC, TN",TN,72.7
623,2026-01-21,MENTAL HEALTH INDIVIDUAL,"JACK C. MONTGOMERY VAMC, OK",OK,13.0
623BY,2026-01-21,MENTAL HEALTH INDIVIDUAL,"ERNEST CHILDERS VA OPC, OK",OK,10.9
623GA,2026-01-21,MENTAL HEALTH INDIVIDUAL,"McALESTER VA CLINIC, OK",OK,24.2
623GD,2026-01-21,MENTAL HEALTH INDIVIDUAL,"CLAREMORE VA CLINIC, OK",OK,31.6
623QA,2026-01-21,MENTAL HEALTH INDIVIDUAL,"MUSKOGEE EAST VA CLINIC, OK",OK,59.3
623QD,2026-01-21,MENTAL HEALTH INDIVIDUAL,"BARTLESVILLE VA CLINIC, OK",OK,26.5
626,2026-01-21,MENTAL HEALTH INDIVIDUAL,"NASHVILLE VA MEDICAL CENTER, TN",TN,27.6
626A4,2026-01-21,MENTAL HEALTH INDIVIDUAL,"ALVIN C. YORK VAMC, TN",TN,35.3
626GA,2026-01-21,MENTAL HEALTH INDIVIDUAL,"DOVER VA CLINIC, TN",TN,48.0
626GE,2026-01-21,MENTAL HEALTH INDIVIDUAL,"CLARKSVILLE VA CLINIC, TN",TN,31.9
626GF,2026-01-21,MENTAL HEALTH INDIVIDUAL,"CHATTANOOGA VA CLINIC, TN",TN,29.6
626GH,2026-01-21,MENTAL HEALTH INDIVIDUAL,"COOKEVILLE VA CLINIC, TN",TN,67.0
626GK,2026-01-21,MENTAL HEALTH INDIVIDUAL,"MCMINNVILLE VA CLINIC, TN",TN,18.5
626GL,2026-01-21,MENTAL HEALTH INDIVIDUAL,"ROANE COUNTY VA CLINIC, TN",TN,33.9
626GM,2026-01-21,MENTAL HEALTH INDIVIDUAL,"COLUMBIA VA CLINIC, TN",TN,52.3
626GN,2026-01-21,MENTAL HEALTH INDIVIDUAL,"ATHENS VA CLINIC, TN",TN,55.0
626GO,2026-01-21,MENTAL HEALTH INDIVIDUAL,"INTERNATIONAL PLAZA VA CLINIC, TN",TN,10.6
626QC,2026-01-21,MENTAL HEALTH INDIVIDUAL,"POINTE CENTRE VA CLINIC, TN",TN,10.6
629,2026-01-21,MENTAL HEALTH INDIVIDUAL,"NEW ORLEANS VA MEDICAL CENTER, LA",LA,63.0
629GA,2026-01-21,MENTAL HEALTH INDIVIDUAL,"HOUMA VA CLINIC, LA",LA,21.8
629GB,2026-01-21,MENTAL HEALTH INDIVIDUAL,"HAMMOND VA CLINIC, LA",LA,50.0
629GC,2026-01-21,MENTAL HEALTH INDIVIDUAL,"SLIDELL VA CLINIC, LA",LA,24.6
629GD,2026-01-21,MENTAL HEALTH INDIVIDUAL,"ST. JOHN VA CLINIC, LA",LA,13.0
629GE,2026-01-21,MENTAL HEALTH INDIVIDUAL,"FRANKLIN VA CLINIC, LA",LA,18.4
629GF,2026-01-21,MENTAL HEALTH INDIVIDUAL,"BOGALUSA VA CLINIC, LA",LA,17.0
629QA,2026-01-21,MENTAL HEALTH INDIVIDUAL,"BATON ROUGE SOUTH VA CLINIC, LA",LA,75.7
630,2026-01-21,MENTAL HEALTH INDIVIDUAL,"MARGARET C. CORBIN VA CAMPUS, NY",NY,33.0
630A4,2026-01-21,MENTAL HEALTH INDIVIDUAL,"BROOKLYN CAMPUS OF THE VA NY HARBOR HEALTH CARE SYSTEM, NY",NY,14.0
631,2026-01-21,MENTAL HEALTH INDIVIDUAL,"EDWARD P. BOLAND VAMC, MA",MA,33.6
631BY,2026-01-21,MENTAL HEALTH INDIVIDUAL,"SPRINGFIELD, MA (SOC)",MA,25.1
631GC,2026-01-21,MENTAL HEALTH INDIVIDUAL,"PITTSFIELD VA CLINIC, MA",MA,30.3
631GD,2026-01-21,MENTAL HEALTH INDIVIDUAL,"GREENFIELD CBOC, MA",MA,15.0
631GE,2026-01-21,MENTAL HEALTH INDIVIDUAL,"WORCESTER VA CLINIC, MA",MA,29.1
631GF,2026-01-21,MENTAL HEALTH INDIVIDUAL,"FITCHBURG VA CLINIC, MA",MA,29.9
632,2026-01-21,MENTAL HEALTH INDIVIDUAL,"NORTHPORT VA MEDICAL CENTER, NY",NY,11.8
632GA,2026-01-21,MENTAL HEALTH INDIVIDUAL,"EAST MEADOW VA CLINIC, NY",NY,11.0
632HB,2026-01-21,MENTAL HEALTH INDIVIDUAL,"RIVERHEAD, NY",NY,11.0
632HD,2026-01-21,MENTAL HEALTH INDIVIDUAL,"PATCHOGUE, NY",NY,15.0
635,2026-01-21,MENTAL HEALTH INDIVIDUAL,"OKLAHOMA CITY VAMC, OK",OK,6.3
635GA,2026-01-21,MENTAL HEALTH INDIVIDUAL,"LAWTON/FORT SILL, OK",OK,40.2
635GB,2026-01-21,MENTAL HEALTH INDIVIDUAL,"WICHITA FALLS VA CLINIC, TX",TX,32.6
635GE,2026-01-21,MENTAL HEALTH INDIVIDUAL,"STILLWATER VA CLINIC, OK",OK,46.5
635GF,2026-01-21,MENTAL HEALTH INDIVIDUAL,"ALTUS VA CLINIC, OK",OK,111.5
635GG,2026-01-21,MENTAL HEALTH INDIVIDUAL,"ENID VA CLINIC, OK",OK,33.8
635GH,2026-01-21,MENTAL HEALTH INDIVIDUAL,"CLINTON VA CLINIC, OK",OK,13.3
635GI,2026-01-21,MENTAL HEALTH INDIVIDUAL,"NORMAN VA CLINIC, OK",OK,17.0
635GJ,2026-01-21,MENTAL HEALTH INDIVIDUAL,"YUKON VA CLINIC, OK",OK,50.3
635GK,2026-01-21,MENTAL HEALTH INDIVIDUAL,"SHAWNEE VA CLINIC, OK",OK,52.6
635GL,2026-01-21,MENTAL HEALTH INDIVIDUAL,"NORTH OKLAHOMA CITY VA CLINIC, OK",OK,44.4
635HB,2026-01-21,MENTAL HEALTH INDIVIDUAL,"ARDMORE VA CLINIC, OK",OK,40.0
635QB,2026-01-21,MENTAL HEALTH INDIVIDUAL,"SOUTH OKLAHOMA CITY VA CLINIC, OK",OK,47.7
635QE,2026-01-21,MENTAL HEALTH INDIVIDUAL,"TINKER VA CLINIC, OK",OK,34.0
636,2026-01-21,MENTAL HEALTH INDIVIDUAL,"OMAHA VA MEDICAL CENTER, NE",NE,45.6
636A4,2026-01-21,MENTAL HEALTH INDIVIDUAL,"GRAND ISLAND VA MEDICAL CENTER, NE",NE,47.3
636A5,2026-01-21,MENTAL HEALTH INDIVIDUAL,"LINCOLN VA CLINIC, NE",NE,20.5
636A6,2026-01-21,MENTAL HEALTH INDIVIDUAL,"DES MOINES VA MEDICAL CENTER, IA",IA,8.7
636A8,2026-01-21,MENTAL HEALTH INDIVIDUAL,"IOWA CITY VA MEDICAL CENTER, IA",IA,22.0
636GA,2026-01-21,MENTAL HEALTH INDIVIDUAL,"NORFOLK VA CLINIC, NE",NE,39.0
636GB,2026-01-21,MENTAL HEALTH INDIVIDUAL,"NORTH PLATTE VA CLINIC, NE",NE,39.0
636GD,2026-01-21,MENTAL HEALTH INDIVIDUAL,"MARSHALLTOWN VA CLINIC, IA",IA,12.8
636GF,2026-01-21,MENTAL HEALTH INDIVIDUAL,"QUAD CITIES VA CLINIC, IA",IA,66.7
636GG,2026-01-21,MENTAL HEALTH INDIVIDUAL,"QUINCY VA CLINIC, IL",IL,37.3
636GH,2026-01-21,MENTAL HEALTH INDIVIDUAL,"WATERLOO VA CLINIC, IA",IA,82.8
636GI,2026-01-21,MENTAL HEALTH INDIVIDUAL,"LANE A. EVANS VA CBOC, IL",IL,97.5
636GJ,2026-01-21,MENTAL HEALTH INDIVIDUAL,"DUBUQUE VA CLINIC, IA",IA,70.7
636GM,2026-01-21,MENTAL HEALTH INDIVIDUAL,"CARROLL VA CLINIC, IA",IA,45.0
636GN,2026-01-21,MENTAL HEALTH INDIVIDUAL,"CEDAR RAPIDS VA CLINIC, IA",IA,33.4
636GP,2026-01-21,MENTAL HEALTH INDIVIDUAL,"SHENANDOAH VA CLINIC, IA",IA,81.0
636GR,2026-01-21,MENTAL HEALTH INDIVIDUAL,"KNOXVILLE VA CLINIC, IA",IA,14.1
636GS,2026-01-21,MENTAL HEALTH INDIVIDUAL,"OTTUMWA, IA",IA,93.7
636GT,2026-01-21,MENTAL HEALTH INDIVIDUAL,"STERLING VA CLINIC, IL",IL,24.0
636GU,2026-01-21,MENTAL HEALTH INDIVIDUAL,"DECORAH VA CLINIC, IA",IA,31.3
636GW,2026-01-21,MENTAL HEALTH INDIVIDUAL,"CORALVILLE VA CLINIC, IA",IA,59.0
636GY,2026-01-21,MENTAL HEALTH INDIVIDUAL,"BURLINGTON VA CLINIC, IA",IA,60.7
636QI,2026-01-21,MENTAL HEALTH INDIVIDUAL,"DAVENPORT VA CLINIC, IA",IA,62.0
637,2026-01-21,MENTAL HEALTH INDIVIDUAL,"CHARLES GEORGE VAMC, NC",NC,12.4
637GA,2026-01-21,MENTAL HEALTH INDIVIDUAL,"FRANKLIN VA CLINIC, NC",NC,10.3
637GB,2026-01-21,MENTAL HEALTH INDIVIDUAL,"MSG JERRY K. CRUMP VA CLINIC, NC",NC,7.3
637GC,2026-01-21,MENTAL HEALTH INDIVIDUAL,"HICKORY VA CLINIC, NC",NC,12.9
640,2026-01-21,MENTAL HEALTH INDIVIDUAL,"PALO ALTO VA MEDICAL CENTER, CA",CA,44.1
640A0,2026-01-21,MENTAL HEALTH INDIVIDUAL,"MENLO PARK DIVISION OF PALO ALTO HEALTH CARE SYSTEM, CA",CA,33.9
640A4,2026-01-21,MENTAL HEALTH INDIVIDUAL,"PALO ALTO VAMC-LIVERMORE, CA",CA,32.5
640BY,2026-01-21,MENTAL HEALTH INDIVIDUAL,"SAN JOSE VA CLINIC, CA",CA,26.3
640GC,2026-01-21,MENTAL HEALTH INDIVIDUAL,"FREMONT VA CLINIC, CA",CA,29.5
640HC,2026-01-21,MENTAL HEALTH INDIVIDUAL,"MAJOR GEN. GOURLEY VA-DOD OPC, CA",CA,38.9
642,2026-01-21,MENTAL HEALTH INDIVIDUAL,"CORPORAL M. J. CRESCENZ VAMC, PA",PA,68.7
642GA,2026-01-21,MENTAL HEALTH INDIVIDUAL,"BURLINGTON COUNTY VA CLINIC, NJ",NJ,77.0
642GC,2026-01-21,MENTAL HEALTH INDIVIDUAL,"VICTOR J. SARACINI VA OPC, PA",PA,20.0
644,2026-01-21,MENTAL HEALTH INDIVIDUAL,"CARL T. HAYDEN VAMC, AZ",AZ,17.9
644BY,2026-01-21,MENTAL HEALTH INDIVIDUAL,"SSG ALEXANDER W CONRAD VA CLIN, AZ",AZ,73.3
644GA,2026-01-21,MENTAL HEALTH INDIVIDUAL,"SUN CITY, AZ",AZ,70.3
644GB,2026-01-21,MENTAL HEALTH INDIVIDUAL,"SHOW LOW VA CLINIC, AZ",AZ,38.4
644GC,2026-01-21,MENTAL HEALTH INDIVIDUAL,"SOUTHWEST VA CLINIC, AZ",AZ,100.4
644GG,2026-01-21,MENTAL HEALTH INDIVIDUAL,"NORTHEAST PHOENIX VA CLINIC, AZ",AZ,70.4
644GI,2026-01-21,MENTAL HEALTH INDIVIDUAL,"PHOENIX 32nd STREET VA CLINIC, AZ",AZ,39.6
644GJ,2026-01-21,MENTAL HEALTH INDIVIDUAL,"MESA VA CLINIC, AZ",AZ,53.2
646,2026-01-21,MENTAL HEALTH INDIVIDUAL,"PITTSBURGH VAMC UNIVERSITY DR., PA",PA,27.6
646A4,2026-01-21,MENTAL HEALTH INDIVIDUAL,"H. JOHN HEINZ III VAMC, PA",PA,11.9
646GE,2026-01-21,MENTAL HEALTH INDIVIDUAL,"FAYETTE COUNTY VA CLINIC, PA",PA,34.0
648,2026-01-21,MENTAL HEALTH INDIVIDUAL,"PORTLAND VA MEDICAL CENTER, OR",OR,49.5
648A4,2026-01-21,MENTAL HEALTH INDIVIDUAL,"VANCOUVER VAMC, WA",WA,43.3
648GF,2026-01-21,MENTAL HEALTH INDIVIDUAL,"HILLSBORO VA CLINIC, OR",OR,11.4
649,2026-01-21,MENTAL HEALTH INDIVIDUAL,"BOB STUMP VAMC, AZ",AZ,35.2
649GA,2026-01-21,MENTAL HEALTH INDIVIDUAL,"KINGMAN VA CLINIC, AZ",AZ,62.0
649GB,2026-01-21,MENTAL HEALTH INDIVIDUAL,"FLAGSTAFF VA CLINIC, AZ",AZ,20.0
649GC,2026-01-21,MENTAL HEALTH INDIVIDUAL,"LAKE HAVASU CITY VA CLINIC, AZ",AZ,24.0
649GD,2026-01-21,MENTAL HEALTH INDIVIDUAL,"ANTHEM VA CLINIC, AZ",AZ,45.7
649QA,2026-01-21,MENTAL HEALTH INDIVIDUAL,"CHINLE VA CLINIC, AZ",AZ,49.1
649QH,2026-01-21,MENTAL HEALTH INDIVIDUAL,"KAYENTA VA CLINIC, AZ",AZ,27.0
650,2026-01-21,MENTAL HEALTH INDIVIDUAL,"PROVIDENCE VA MEDICAL CENTER, RI",RI,19.1
650GA,2026-01-21,MENTAL HEALTH INDIVIDUAL,"NEW BEDFORD, MA",MA,12.3
650GD,2026-01-21,MENTAL HEALTH INDIVIDUAL,"MIDDLETOWN VA CLINIC, RI",RI,21.3
652,2026-01-21,MENTAL HEALTH INDIVIDUAL,"RICHMOND VA MEDICAL CENTER, VA",VA,48.2
652BY,2026-01-21,MENTAL HEALTH INDIVIDUAL,"FREDERICKSBURG 3 VA CLINIC, VA",VA,82.5
652GC,2026-01-21,MENTAL HEALTH INDIVIDUAL,"HENRICO COUNTY VA CLINIC, VA",VA,27.4
652GE,2026-01-21,MENTAL HEALTH INDIVIDUAL,"CHARLOTTESVILLE VA CLINIC, VA",VA,114.3
654,2026-01-21,MENTAL HEALTH INDIVIDUAL,"IOANNIS A. LOUGARIS VAMC, NV",NV,39.7
654GB,2026-01-21,MENTAL HEALTH INDIVIDUAL,"CARSON VALLEY VA CLINIC, NV",NV,44.0
655GA,2026-01-21,MENTAL HEALTH INDIVIDUAL,"STEVE ANDREWS HEALTH CARE CLIN, MI",MI,72.0
655GB,2026-01-21,MENTAL HEALTH INDIVIDUAL,"COLONEL DEMAS T. CRAW VA CLINIC, MI",MI,56.0
655GE,2026-01-21,MENTAL HEALTH INDIVIDUAL,"CLARE VA CLINIC, MI",MI,28.1
655GF,2026-01-21,MENTAL HEALTH INDIVIDUAL,"BAD AXE VA CLINIC, MI",MI,24.5
655GG,2026-01-21,MENTAL HEALTH INDIVIDUAL,"CADILLAC VA CLINIC, MI",MI,14.0
655GI,2026-01-21,MENTAL HEALTH INDIVIDUAL,"GRAYLING VA CLINIC, MI",MI,22.0
655QA,2026-01-21,MENTAL HEALTH INDIVIDUAL,"SAGINAW VA CLINIC, MI",MI,30.1
656,2026-01-21,MENTAL HEALTH INDIVIDUAL,"ST. CLOUD VA MEDICAL CENTER, MN",MN,0.0
657,2026-01-21,MENTAL HEALTH INDIVIDUAL,"JOHN J. COCHRAN VAMC, MO",MO,53.0
657A0,2026-01-21,MENTAL HEALTH INDIVIDUAL,"SAINT LOUIS, MO (JEFFERSON BARRACKS)",MO,69.7
657A4,2026-01-21,MENTAL HEALTH INDIVIDUAL,"JOHN J. PERSHING VAMC, MO",MO,12.3
657A5,2026-01-21,MENTAL HEALTH INDIVIDUAL,"MARION VA MEDICAL CENTER, IL",IL,0.0
657GF,2026-01-21,MENTAL HEALTH INDIVIDUAL,"WEST PLAINS VA CLINIC, MO",MO,39.0
657GG,2026-01-21,MENTAL HEALTH INDIVIDUAL,"PARAGOULD VA CLINIC, AR",AR,6.0
657GH,2026-01-21,MENTAL HEALTH INDIVIDUAL,"CAPE GIRARDEAU VA CLINIC, MO",MO,41.9
657GI,2026-01-21,MENTAL HEALTH INDIVIDUAL,"ROBERT SILVEY VA OPC, MO",MO,14.4
657GJ,2026-01-21,MENTAL HEALTH INDIVIDUAL,"EVANSVILLE VA CLINIC, IN",IN,38.2
657GK,2026-01-21,MENTAL HEALTH INDIVIDUAL,"MOUNT VERNON VA CLINIC, IL",IL,61.0
657GL,2026-01-21,MENTAL HEALTH INDIVIDUAL,"PADUCAH VA CLINIC, KY",KY,22.0
657GQ,2026-01-21,MENTAL HEALTH INDIVIDUAL,"VINCENNES VA CLINIC, IN",IN,21.0
657GV,2026-01-21,MENTAL HEALTH INDIVIDUAL,"SIKESTON VA CLINIC, MO",MO,9.5
657GW,2026-01-21,MENTAL HEALTH INDIVIDUAL,"POCAHONTAS VA CLINIC, AR",AR,57.0
658,2026-01-21,MENTAL HEALTH INDIVIDUAL,"SALEM VA MEDICAL CENTER, VA",VA,53.6
658GA,2026-01-21,MENTAL HEALTH INDIVIDUAL,"TAZEWELL VA CLINIC, VA",VA,8.0
658GB,2026-01-21,MENTAL HEALTH INDIVIDUAL,"DANVILLE VA CLINIC, VA",VA,31.9
658GC,2026-01-21,MENTAL HEALTH INDIVIDUAL,"LYNCHBURG VA CLINIC, VA",VA,70.0
658GD,2026-01-21,MENTAL HEALTH INDIVIDUAL,"STAUNTON, VA",VA,31.8
658GE,2026-01-21,MENTAL HEALTH INDIVIDUAL,"WYTHEVILLE VA CLINIC, VA",VA,25.5
659,2026-01-21,MENTAL HEALTH INDIVIDUAL,"W.G. HEFNER SALISBURY VAMC, NC",NC,70.2
659BY,2026-01-21,MENTAL HEALTH INDIVIDUAL,"KERNERSVILLE VA CLINIC, NC",NC,11.7
659BZ,2026-01-21,MENTAL HEALTH INDIVIDUAL,"SOUTH CHARLOTTE VA CLINIC, NC",NC,25.7
659GA,2026-01-21,MENTAL HEALTH INDIVIDUAL,"NORTH CHARLOTTE VA CLINIC, NC",NC,35.6
660,2026-01-21,MENTAL HEALTH INDIVIDUAL,"GEORGE E. WAHLEN VAMC, UT",UT,32.0
660GA,2026-01-21,MENTAL HEALTH INDIVIDUAL,"POCATELLO, ID",ID,23.3
660GE,2026-01-21,MENTAL HEALTH INDIVIDUAL,"OREM VA CLINIC, UT",UT,36.2
660GG,2026-01-21,MENTAL HEALTH INDIVIDUAL,"ST. GEORGE VA CLINIC, UT",UT,37.8
660GJ,2026-01-21,MENTAL HEALTH INDIVIDUAL,"SOUTH JORDAN VA CLINIC, UT",UT,42.7
662,2026-01-21,MENTAL HEALTH INDIVIDUAL,"SAN FRANCISCO VAMC, CA",CA,42.9
662GA,2026-01-21,MENTAL HEALTH INDIVIDUAL,"SOUTH SANTA ROSA VA CLINIC, CA",CA,50.9
662GE,2026-01-21,MENTAL HEALTH INDIVIDUAL,"SAN BRUNO CBOC, CA",CA,17.2
662GF,2026-01-21,MENTAL HEALTH INDIVIDUAL,"SAN FRANCISCO VA CLINIC, CA",CA,1.0
662GG,2026-01-21,MENTAL HEALTH INDIVIDUAL,"CLEARLAKE VA CLINIC, CA",CA,106.0
662QA,2026-01-21,MENTAL HEALTH INDIVIDUAL,"TWENTY FIRST STREET VA CLINIC, CA",CA,24.8
663,2026-01-21,MENTAL HEALTH INDIVIDUAL,"SEATTLE VA MEDICAL CENTER, WA",WA,16.1
663A4,2026-01-21,MENTAL HEALTH INDIVIDUAL,"VA PUGET SOUND HEALTH CARE SYSTEM - AMERICAN LAKE DIV., WA",WA,7.6
663GC,2026-01-21,MENTAL HEALTH INDIVIDUAL,"MOUNT VERNON VA CLINIC, WA",WA,1.0
664,2026-01-21,MENTAL HEALTH INDIVIDUAL,"JENNIFER MORENO VAMC, CA",CA,35.2
664BY,2026-01-21,MENTAL HEALTH INDIVIDUAL,"KEARNY MESA VA CLINIC, CA",CA,52.2
664GB,2026-01-21,MENTAL HEALTH INDIVIDUAL,"OCEANSIDE VA CLINIC, CA",CA,73.6
664GC,2026-01-21,MENTAL HEALTH INDIVIDUAL,"CHULA VISTA VA CLINIC, CA",CA,57.7
664GD,2026-01-21,MENTAL HEALTH INDIVIDUAL,"ESCONDIDO VA CLINIC, CA",CA,0.0
666,2026-01-21,MENTAL HEALTH INDIVIDUAL,"SHERIDAN VA MEDICAL CENTER, WY",WY,28.4
667,2026-01-21,MENTAL HEALTH INDIVIDUAL,"OVERTON BROOKS VAMC, LA",LA,42.5
667GA,2026-01-21,MENTAL HEALTH INDIVIDUAL,"TEXARKANA VA CLINIC, TX",TX,18.3
667GB,2026-01-21,MENTAL HEALTH INDIVIDUAL,"MONROE VA CLINIC, LA",LA,19.3
667GC,2026-01-21,MENTAL HEALTH INDIVIDUAL,"LONGVIEW VA CLINIC, TX",TX,18.8
671,2026-01-21,MENTAL HEALTH INDIVIDUAL,"AUDIE L. MURPHY MEM VET HOSP, TX",TX,18.2
671A4,2026-01-21,MENTAL HEALTH INDIVIDUAL,"KERRVILLE VA MEDICAL CENTER, TX",TX,71.0
671GB,2026-01-21,MENTAL HEALTH INDIVIDUAL,"VICTORIA VA CLINIC, TX",TX,62.3
671GF,2026-01-21,MENTAL HEALTH INDIVIDUAL,"SOUTH BEXAR COUNTY VA CLINIC, TX",TX,158.2
671GO,2026-01-21,MENTAL HEALTH INDIVIDUAL,"NORTH CENTRAL FEDERAL VA CLIN, TX",TX,72.7
671GP,2026-01-21,MENTAL HEALTH INDIVIDUAL,"BALCONES HEIGHTS VA CLINIC, TX",TX,47.8
671GS,2026-01-21,MENTAL HEALTH INDIVIDUAL,"NORTH WEST SAN ANTONIO VA CLIN, TX",TX,41.4
672,2026-01-21,MENTAL HEALTH INDIVIDUAL,"SAN JUAN VA MEDICAL CENTER, PR",PR,18.6
672B0,2026-01-21,MENTAL HEALTH INDIVIDUAL,"PONCE, PR",PR,0.0
672BZ,2026-01-21,MENTAL HEALTH INDIVIDUAL,"MAYAGUEZ, PR",PR,58.5
672GC,2026-01-21,MENTAL HEALTH INDIVIDUAL,"ARECIBO, PR",PR,16.0
673,2026-01-21,MENTAL HEALTH INDIVIDUAL,"JAMES A. HALEY VETERANS HOSP, FL",FL,1.8
673BZ,2026-01-21,MENTAL HEALTH INDIVIDUAL,"NEW PORT RICHEY VA CLINIC, FL",FL,11.6
673GC,2026-01-21,MENTAL HEALTH INDIVIDUAL,"BROOKSVILLE, FL",FL,20.0
673GF,2026-01-21,MENTAL HEALTH INDIVIDUAL,"ZEPHYRHILLS VA CLINIC, FL",FL,7.0
673GG,2026-01-21,MENTAL HEALTH INDIVIDUAL,"SOUTH HILLSBOROUGH VA CLINIC, FL",FL,10.3
673GH,2026-01-21,MENTAL HEALTH INDIVIDUAL,"LECANTO VA CLINIC, FL",FL,3.0
673QM,2026-01-21,MENTAL HEALTH INDIVIDUAL,"TEMPLE TERRACE VA CLINIC, FL",FL,8.2
674,2026-01-21,MENTAL HEALTH INDIVIDUAL,"OLIN E. TEAGUE VET CENTER, TX",TX,27.0
674A4,2026-01-21,MENTAL HEALTH INDIVIDUAL,"DORIS MILLER VAMC, TX",TX,28.6
674BY,2026-01-21,MENTAL HEALTH INDIVIDUAL,"AUSTIN VA CLINIC, TX",TX,21.7
674GA,2026-01-21,MENTAL HEALTH INDIVIDUAL,"PALESTINE VA CLINIC, TX",TX,56.0
674GB,2026-01-21,MENTAL HEALTH INDIVIDUAL,"BROWNWOOD VA CLINIC, TX",TX,42.6
674GC,2026-01-21,MENTAL HEALTH INDIVIDUAL,"BRYAN VA CLINIC, TX",TX,34.5
674GD,2026-01-21,MENTAL HEALTH INDIVIDUAL,"CEDAR PARK VA CLINIC, TX",TX,33.8
675,2026-01-21,MENTAL HEALTH INDIVIDUAL,"ORLANDO VA MEDICAL CENTER, FL",FL,10.0
675GA,2026-01-21,MENTAL HEALTH INDIVIDUAL,"VIERA VA CLINIC, FL",FL,20.0
675GC,2026-01-21,MENTAL HEALTH INDIVIDUAL,"KISSIMMEE VA CLINIC, FL",FL,63.0
675GD,2026-01-21,MENTAL HEALTH INDIVIDUAL,"DELTONA VA CLINIC, FL",FL,47.0
675GE,2026-01-21,MENTAL HEALTH INDIVIDUAL,"TAVARES VA CLINIC, FL",FL,91.0
675GF,2026-01-21,MENTAL HEALTH INDIVIDUAL,"CLERMONT, FL",FL,16.0
675GG,2026-01-21,MENTAL HEALTH INDIVIDUAL,"LAKE BALDWIN VA CLINIC, FL",FL,10.3
675QC,2026-01-21,MENTAL HEALTH INDIVIDUAL,"WESTSIDE PAVILION VA CLINIC, FL",FL,99.5
676,2026-01-21,MENTAL HEALTH INDIVIDUAL,"TOMAH VA MEDICAL CENTER, WI",WI,18.7
676GC,2026-01-21,MENTAL HEALTH INDIVIDUAL,"RIVER VALLEY VA CLINIC, WI",WI,0.0
676GD,2026-01-21,MENTAL HEALTH INDIVIDUAL,"WISCONSIN RAPIDS VA CLINIC, WI",WI,27.3
678,2026-01-21,MENTAL HEALTH INDIVIDUAL,"TUCSON VA MEDICAL CENTER, AZ",AZ,24.7
678GA,2026-01-21,MENTAL HEALTH INDIVIDUAL,"SIERRA VISTA VA CLINIC, AZ",AZ,27.4
678GB,2026-01-21,MENTAL HEALTH INDIVIDUAL,"YUMA VA CLINIC, AZ",AZ,28.0
678GC,2026-01-21,MENTAL HEALTH INDIVIDUAL,"CASA GRANDE, AZ",AZ,56.3
678GF,2026-01-21,MENTAL HEALTH INDIVIDUAL,"NORTHWEST TUCSON VA CLINIC, AZ",AZ,50.0
678GG,2026-01-21,MENTAL HEALTH INDIVIDUAL,"SOUTHEAST TUCSON VA CLINIC, AZ",AZ,110.0
679,2026-01-21,MENTAL HEALTH INDIVIDUAL,"TUSCALOOSA VA MEDICAL CENTER, AL",AL,34.9
688,2026-01-21,MENTAL HEALTH INDIVIDUAL,"WASHINGTON VA MEDICAL CENTER, DC",DC,11.0
688GA,2026-01-21,MENTAL HEALTH INDIVIDUAL,"FORT BELVOIR VA CLINIC, VA",VA,68.5
688GD,2026-01-21,MENTAL HEALTH INDIVIDUAL,"CHARLOTTE HALL VA CLINIC, MD",MD,159.7
688GE,2026-01-21,MENTAL HEALTH INDIVIDUAL,"S PRINCE GEORGES CITY VA CLINIC, MD",MD,89.1
688GF,2026-01-21,MENTAL HEALTH INDIVIDUAL,"MONTGOMERY COUNTY VA CLINIC, MD",MD,70.4
688GG,2026-01-21,MENTAL HEALTH INDIVIDUAL,"LEXINGTON PARK VA CLINIC, MD",MD,41.3
688QA,2026-01-21,MENTAL HEALTH INDIVIDUAL,"FRANKLIN STREET VA CLINIC, DC",DC,88.0
689,2026-01-21,MENTAL HEALTH INDIVIDUAL,"WEST HAVEN VA MEDICAL CENTER, CT",CT,16.6
689A4,2026-01-21,MENTAL HEALTH INDIVIDUAL,"NEWINGTON VA CLINIC, CT",CT,10.0
689GA,2026-01-21,MENTAL HEALTH INDIVIDUAL,"WATERBURY VA CLINIC, CT",CT,27.3
689GD,2026-01-21,MENTAL HEALTH INDIVIDUAL,"WINSTED VA CLINIC, CT",CT,23.8
